Board_key,Board,Algorithm,Time execution,Explored nodes
1,"[[1, 1, 0, 0], [-1, 3, 2, 2], [-1, 4, -1, -1], [2, -1, 4, -1]]",depthFirstSearch,1.295275688,36
1,"[[1, 1, 0, 0], [-1, 3, 2, 2], [-1, 4, -1, -1], [2, -1, 4, -1]]",aStarSearch,0.47534132,5
2,"[[0, 2, -1, 2], [0, 3, -1, 4], [1, 4, -1, -1], [-1, 3, -1, 3]]",depthFirstSearch,0.549084902,15
2,"[[0, 2, -1, 2], [0, 3, -1, 4], [1, 4, -1, -1], [-1, 3, -1, 3]]",aStarSearch,0.470650673,5
3,"[[-1, 4, 3, 2], [-1, -1, -1, -1], [2, 4, 4, 3], [0, 1, -1, 1]]",depthFirstSearch,0.918917418,22
3,"[[-1, 4, 3, 2], [-1, -1, -1, -1], [2, 4, 4, 3], [0, 1, -1, 1]]",aStarSearch,0.610850334,7
4,"[[1, 1, 2, 1], [2, -1, 3, -1], [3, -1, 5, 3], [-1, 3, -1, -1]]",depthFirstSearch,1.797057629,51
4,"[[1, 1, 2, 1], [2, -1, 3, -1], [3, -1, 5, 3], [-1, 3, -1, -1]]",aStarSearch,1.092974424,10
5,"[[1, 3, -1, -1], [1, -1, -1, 4], [2, 4, -1, 2], [1, -1, 2, 1]]",depthFirstSearch,1.225609779,28
5,"[[1, 3, -1, -1], [1, -1, -1, 4], [2, 4, -1, 2], [1, -1, 2, 1]]",aStarSearch,1.091840029,10
6,"[[-1, 3, 2, -1], [-1, -1, 2, 1], [-1, 4, 2, 1], [1, 2, -1, 1]]",depthFirstSearch,1.284600258,24
6,"[[-1, 3, 2, -1], [-1, -1, 2, 1], [-1, 4, 2, 1], [1, 2, -1, 1]]",aStarSearch,1.084378481,10
7,"[[-1, 2, 1, 1], [1, 2, -1, 2], [2, 3, 4, -1], [-1, -1, 3, -1]]",depthFirstSearch,1.590375185,47
