Board_key,Board,Algorithm,Time execution,Explored nodes
1,"[[-1, 3, 2, 1, 1, 1, 1], [4, -1, -1, 3, 4, -1, 2], [-1, -1, 5, -1, -1, -1, 3], [-1, 3, 4, -1, -1, 5, -1], [3, 4, 4, -1, 3, 3, -1], [-1, -1, -1, 2, 1, 2, 2], [2, 3, 2, 1, 0, 1, -1]]",depthFirstSearch,32.07012916,263
1,"[[-1, 3, 2, 1, 1, 1, 1], [4, -1, -1, 3, 4, -1, 2], [-1, -1, 5, -1, -1, -1, 3], [-1, 3, 4, -1, -1, 5, -1], [3, 4, 4, -1, 3, 3, -1], [-1, -1, -1, 2, 1, 2, 2], [2, 3, 2, 1, 0, 1, -1]]",aStarSearch,24.9459722,25
2,"[[-1, 2, 3, -1, 3, 2, -1], [2, -1, 3, -1, 3, -1, 2], [2, 3, 5, 4, 5, 3, 2], [2, -1, -1, -1, -1, -1, 1], [3, -1, 6, -1, -1, 5, 2], [-1, 3, 4, -1, -1, -1, 1], [2, -1, 2, 2, 3, 2, 1]]",depthFirstSearch,36.88033366,287
2,"[[-1, 2, 3, -1, 3, 2, -1], [2, -1, 3, -1, 3, -1, 2], [2, 3, 5, 4, 5, 3, 2], [2, -1, -1, -1, -1, -1, 1], [3, -1, 6, -1, -1, 5, 2], [-1, 3, 4, -1, -1, -1, 1], [2, -1, 2, 2, 3, 2, 1]]",aStarSearch,26.59823632,30
3,"[[2, 3, 2, 2, 1, 2, -1], [-1, -1, -1, 5, -1, 4, 2], [5, -1, -1, -1, -1, 4, -1], [-1, -1, 5, -1, 3, 3, -1], [-1, 3, 2, 1, 1, 1, 1], [3, 3, 1, 1, 1, 2, 1], [-1, -1, 1, 1, -1, 2, -1]]",depthFirstSearch,34.71798635,268
3,"[[2, 3, 2, 2, 1, 2, -1], [-1, -1, -1, 5, -1, 4, 2], [5, -1, -1, -1, -1, 4, -1], [-1, -1, 5, -1, 3, 3, -1], [-1, 3, 2, 1, 1, 1, 1], [3, 3, 1, 1, 1, 2, 1], [-1, -1, 1, 1, -1, 2, -1]]",aStarSearch,27.36147714,30
4,"[[-1, 2, 3, -1, 3, -1, -1], [2, -1, 3, -1, 4, 4, -1], [1, 1, 2, 3, -1, 3, 1], [2, 2, 1, 2, -1, 3, 1], [-1, -1, 2, 3, 4, -1, 1], [3, 4, 4, -1, -1, 4, 3], [-1, 2, -1, -1, 4, -1, -1]]",depthFirstSearch,31.9531579,322
4,"[[-1, 2, 3, -1, 3, -1, -1], [2, -1, 3, -1, 4, 4, -1], [1, 1, 2, 3, -1, 3, 1], [2, 2, 1, 2, -1, 3, 1], [-1, -1, 2, 3, 4, -1, 1], [3, 4, 4, -1, -1, 4, 3], [-1, 2, -1, -1, 4, -1, -1]]",aStarSearch,26.43252945,30
5,"[[-1, 3, 3, 2, 2, -1, -1], [3, -1, -1, -1, 2, 2, 2], [3, -1, -1, 4, 3, 3, 2], [-1, 3, 3, 4, -1, -1, -1], [3, 4, 3, -1, -1, -1, 3], [-1, -1, -1, 3, 4, 3, 2], [2, 3, 2, 1, 1, -1, 1]]",depthFirstSearch,29.41183138,260
5,"[[-1, 3, 3, 2, 2, -1, -1], [3, -1, -1, -1, 2, 2, 2], [3, -1, -1, 4, 3, 3, 2], [-1, 3, 3, 4, -1, -1, -1], [3, 4, 3, -1, -1, -1, 3], [-1, -1, -1, 3, 4, 3, 2], [2, 3, 2, 1, 1, -1, 1]]",aStarSearch,27.76624012,30
6,"[[-1, 3, -1, 2, 1, 1, 1], [3, -1, 5, -1, 4, 3, -1], [4, -1, 6, -1, -1, -1, 3], [-1, -1, -1, 4, 6, -1, 3], [-1, -1, 3, 2, -1, -1, 3], [-1, 3, 1, 1, 2, 3, -1], [1, 1, 0, 0, 0, 1, 1]]",depthFirstSearch,20.01584578,220
6,"[[-1, 3, -1, 2, 1, 1, 1], [3, -1, 5, -1, 4, 3, -1], [4, -1, 6, -1, -1, -1, 3], [-1, -1, -1, 4, 6, -1, 3], [-1, -1, 3, 2, -1, -1, 3], [-1, 3, 1, 1, 2, 3, -1], [1, 1, 0, 0, 0, 1, 1]]",aStarSearch,15.59367442,21
7,"[[0, 2, -1, 4, -1, 3, -1], [1, 3, -1, -1, 4, -1, 3], [2, -1, 5, 4, -1, 4, -1], [4, -1, 4, -1, 3, 5, -1], [-1, -1, 3, 1, 3, -1, -1], [2, 2, 2, 1, 4, -1, 4], [0, 0, 1, -1, 3, -1, 2]]",depthFirstSearch,20.60871553,196
7,"[[0, 2, -1, 4, -1, 3, -1], [1, 3, -1, -1, 4, -1, 3], [2, -1, 5, 4, -1, 4, -1], [4, -1, 4, -1, 3, 5, -1], [-1, -1, 3, 1, 3, -1, -1], [2, 2, 2, 1, 4, -1, 4], [0, 0, 1, -1, 3, -1, 2]]",aStarSearch,16.71404982,22
8,"[[1, 2, -1, -1, 2, 2, 2], [-1, 2, 3, 3, 4, -1, -1], [2, 2, 3, -1, 6, -1, -1], [1, -1, 5, -1, -1, -1, 3], [2, 4, -1, -1, -1, 3, 1], [1, -1, -1, 5, 4, 2, 1], [1, 2, 3, -1, 2, -1, 1]]",depthFirstSearch,29.31295252,288
8,"[[1, 2, -1, -1, 2, 2, 2], [-1, 2, 3, 3, 4, -1, -1], [2, 2, 3, -1, 6, -1, -1], [1, -1, 5, -1, -1, -1, 3], [2, 4, -1, -1, -1, 3, 1], [1, -1, -1, 5, 4, 2, 1], [1, 2, 3, -1, 2, -1, 1]]",aStarSearch,26.63563442,30
9,"[[2, 2, 1, 1, 3, -1, 2], [-1, -1, 2, 3, -1, -1, 3], [2, 2, 2, -1, -1, 5, -1], [1, 2, 3, 5, 4, 4, -1], [-1, 2, -1, -1, -1, 2, 1], [3, 5, 4, 5, 4, 4, 2], [-1, -1, -1, 2, -1, -1, -1]]",depthFirstSearch,31.05507326,356
9,"[[2, 2, 1, 1, 3, -1, 2], [-1, -1, 2, 3, -1, -1, 3], [2, 2, 2, -1, -1, 5, -1], [1, 2, 3, 5, 4, 4, -1], [-1, 2, -1, -1, -1, 2, 1], [3, 5, 4, 5, 4, 4, 2], [-1, -1, -1, 2, -1, -1, -1]]",aStarSearch,26.34788013,30
10,"[[1, -1, -1, 1, 0, 2, -1], [2, 3, 2, 2, 1, 4, -1], [-1, 3, 2, 4, -1, 4, -1], [-1, 3, -1, -1, -1, 6, 3], [1, 3, 3, 5, -1, -1, -1], [2, 3, -1, 2, 3, -1, -1], [-1, -1, 2, 1, 1, 2, 2]]",depthFirstSearch,29.30307889,291
10,"[[1, -1, -1, 1, 0, 2, -1], [2, 3, 2, 2, 1, 4, -1], [-1, 3, 2, 4, -1, 4, -1], [-1, 3, -1, -1, -1, 6, 3], [1, 3, 3, 5, -1, -1, -1], [2, 3, -1, 2, 3, -1, -1], [-1, -1, 2, 1, 1, 2, 2]]",aStarSearch,20.12733555,25
11,"[[1, 3, -1, 4, -1, 2, 0], [-1, 4, -1, 6, -1, 2, 0], [2, 4, -1, -1, 3, 2, 1], [2, -1, 4, 4, 3, -1, 2], [-1, 4, -1, 2, -1, 4, -1], [-1, 4, 2, 4, 4, -1, 3], [-1, 2, 1, -1, -1, 3, -1]]",depthFirstSearch,28.9452486,283
11,"[[1, 3, -1, 4, -1, 2, 0], [-1, 4, -1, 6, -1, 2, 0], [2, 4, -1, -1, 3, 2, 1], [2, -1, 4, 4, 3, -1, 2], [-1, 4, -1, 2, -1, 4, -1], [-1, 4, 2, 4, 4, -1, 3], [-1, 2, 1, -1, -1, 3, -1]]",aStarSearch,21.05861735,25
12,"[[-1, -1, -1, 2, 1, 2, 2], [2, 4, -1, 3, 2, -1, -1], [0, 2, 3, 4, -1, 4, 3], [0, 2, -1, -1, 3, -1, 1], [1, 3, -1, 5, 4, 2, 1], [-1, 5, 4, -1, -1, 3, 2], [-1, -1, -1, 3, 3, -1, -1]]",depthFirstSearch,29.13517952,275
